protein,drug
hsa:773,DB01159
hsa:773,DB01100
hsa:773,D00615
hsa:773,D00617
hsa:773,DB00401
hsa:773,DB01054
hsa:773,DB00568
hsa:773,DB00661
hsa:773,D02914
hsa:773,D05024
hsa:774,DB00996
hsa:774,DB01115
hsa:774,DB00252
hsa:774,DB01159
hsa:774,DB01100
hsa:774,DB00401
hsa:774,DB01054
hsa:774,DB00568
hsa:774,DB00661
hsa:775,DB01023
hsa:775,DB00996
hsa:775,DB00270
hsa:775,DB01115
hsa:775,DB00393
hsa:775,DB00252
hsa:775,DB01159
hsa:775,DB01100
hsa:775,D00615
hsa:775,D00616
hsa:775,D00617
hsa:775,DB00401
hsa:775,D00619
hsa:775,DB01054
hsa:775,DB00308
hsa:775,DB00653
hsa:775,DB00568
hsa:775,D01969
hsa:775,DB00661
hsa:775,D02914
hsa:775,D03830
hsa:776,DB01023
hsa:776,DB00996
hsa:776,DB00270
hsa:776,DB01115
hsa:776,DB00393
hsa:776,DB00252
hsa:776,DB01159
hsa:776,DB01100
hsa:776,D00615
hsa:776,D00617
hsa:776,DB00401
hsa:776,DB01054
hsa:776,DB00568
hsa:776,DB00661
hsa:776,D02914
hsa:777,DB00996
hsa:777,DB01115
hsa:777,DB00252
hsa:777,DB01159
hsa:777,DB01100
hsa:777,DB00401
hsa:777,DB01054
hsa:777,DB00568
hsa:777,DB00661
hsa:777,D05024
hsa:778,DB01023
hsa:778,DB00996
hsa:778,DB00270
hsa:778,DB01115
hsa:778,DB00393
hsa:778,DB00252
hsa:778,DB01159
hsa:778,DB01100
hsa:778,D00615
hsa:778,D00616
hsa:778,D00617
hsa:778,DB00401
hsa:778,DB01054
hsa:778,DB00568
hsa:778,DB00661
hsa:778,D02914
hsa:778,D03830
hsa:779,DB01023
hsa:779,DB00996
hsa:779,DB00270
hsa:779,DB01115
hsa:779,DB00252
hsa:779,DB01159
hsa:779,DB01100
hsa:779,D00615
hsa:779,D00616
hsa:779,D00617
hsa:779,DB00401
hsa:779,D00619
hsa:779,DB01054
hsa:779,DB00568
hsa:779,D01969
hsa:779,DB00661
hsa:779,D02914
hsa:779,D03830
hsa:781,DB00996
hsa:781,DB00270
hsa:781,DB01115
hsa:781,DB00252
hsa:781,DB01159
hsa:781,DB01100
hsa:781,DB00401
hsa:781,DB01054
hsa:781,DB00308
hsa:781,DB00653
hsa:781,DB00568
hsa:781,DB00661
hsa:782,DB00996
hsa:782,DB01115
hsa:782,DB00252
hsa:782,DB01159
hsa:782,DB01100
hsa:782,DB00401
hsa:782,DB01054
hsa:782,DB00308
hsa:782,DB00568
hsa:782,DB00661
hsa:783,DB00996
hsa:783,DB00270
hsa:783,DB01115
hsa:783,DB00393
hsa:783,DB00252
hsa:783,DB01159
hsa:783,DB01100
hsa:783,DB00401
hsa:783,DB01054
hsa:783,DB00568
hsa:783,DB00661
hsa:784,DB00996
hsa:784,DB01115
hsa:784,DB00252
hsa:784,DB01159
hsa:784,DB01100
hsa:784,DB00401
hsa:784,DB01054
hsa:784,DB00568
hsa:784,DB00661
hsa:785,DB00996
hsa:785,DB01115
hsa:785,DB00252
hsa:785,DB01159
hsa:785,DB01100
hsa:785,DB00401
hsa:785,DB01054
hsa:785,DB00568
hsa:785,DB00661
hsa:786,DB00996
hsa:786,DB00270
hsa:786,DB01115
hsa:786,DB00393
hsa:786,DB00252
hsa:786,DB01159
hsa:786,DB01100
hsa:786,DB00401
hsa:786,DB01054
hsa:786,DB00308
hsa:786,DB00653
hsa:786,DB00568
hsa:786,DB00661
hsa:7881,DB01119
hsa:7881,DB00661
hsa:8001,D02041
hsa:81033,DB01119
hsa:81033,DB00308
hsa:81033,DB00661
hsa:83795,DB01119
hsa:83795,D00642
hsa:83795,D02272
hsa:83795,DB00661
hsa:8514,DB01119
hsa:8514,DB00661
hsa:8645,DB01119
hsa:8645,DB00281
hsa:8645,DBSALT000148
hsa:8645,D00642
hsa:8645,DBSALT000823
hsa:8645,D00735
hsa:8645,D00738
hsa:8645,D00739
hsa:8645,D00740
hsa:8645,D00741
hsa:8645,D01243
hsa:8645,DBSALT000834
hsa:8645,D01450
hsa:8645,DBSALT001508
hsa:8645,D02272
hsa:8645,DB00661
hsa:8645,DBSALT000902
hsa:8911,DB00996
hsa:8911,DB00270
hsa:8911,DB01115
hsa:8911,DB00617
hsa:8911,DB00252
hsa:8911,DB00909
hsa:8911,DB00593
hsa:8911,DB01159
hsa:8911,DB01100
hsa:8911,DB00401
hsa:8911,DB01054
hsa:8911,DB00568
hsa:8911,DB00661
hsa:8911,DB13791
hsa:8911,D05024
hsa:8912,DB00996
hsa:8912,DB00270
hsa:8912,DB01115
hsa:8912,DB00252
hsa:8912,DB00909
hsa:8912,DB00593
hsa:8912,DB01159
hsa:8912,DB01100
hsa:8912,DB00401
hsa:8912,DB01054
hsa:8912,DBSALT000270
hsa:8912,DB00568
hsa:8912,DB00661
hsa:8912,DB13791
hsa:8912,D05024
hsa:8913,DB00996
hsa:8913,DB00270
hsa:8913,DB00347
hsa:8913,DB01115
hsa:8913,DB00252
hsa:8913,DB00909
hsa:8913,DB00593
hsa:8913,DB01159
hsa:8913,DB01100
hsa:8913,DB00401
hsa:8913,DB01054
hsa:8913,DBSALT000270
hsa:8913,DB01202
hsa:8913,DB00568
hsa:8913,DB00661
hsa:8913,DB13791
hsa:8913,D05024
hsa:8973,D00195
hsa:8973,DB00312
hsa:8973,DB00411
hsa:8973,D00611
hsa:8973,DB01233
hsa:8973,D02101
hsa:8973,D02173
hsa:8973,D02204
hsa:8973,D02207
hsa:8973,DB00184
hsa:8973,DB00318
hsa:8973,D03826
hsa:8973,D05156
hsa:8973,D05453
hsa:89822,DB01119
hsa:89822,DB00661
hsa:8989,DB00996
hsa:8989,DB01115
hsa:8989,DB00252
hsa:8989,DB01159
hsa:8989,DB01100
hsa:8989,DB00401
hsa:8989,DB01054
hsa:8989,DB00568
hsa:8989,DB00661
hsa:90134,DB01119
hsa:90134,DB00308
hsa:90134,DB00661
hsa:9127,DB00201
hsa:9132,DB01119
hsa:9132,D00631
hsa:9132,DB00661
hsa:9177,DB00363
hsa:9177,DB00669
hsa:9177,DB00960
hsa:9177,D00633
hsa:9177,D00677
hsa:9177,D00678
hsa:9177,DB01233
hsa:9177,D02041
hsa:9254,DB00996
hsa:9254,DB01115
hsa:9254,DB00252
hsa:9254,DB01159
hsa:9254,DB01100
hsa:9254,DB00401
hsa:9254,DB01054
hsa:9254,DB00568
hsa:9254,DB00661
hsa:93107,DB01119
hsa:93107,DB00661
hsa:9311,DB00564
hsa:9311,DB00280
hsa:9311,DB00996
hsa:9311,DB00252
hsa:9311,DB00909
hsa:9311,DB01086
hsa:9311,DBSALT000270
hsa:9311,DB00740
hsa:9311,DB00661
hsa:9312,DB01119
hsa:9312,D02261
hsa:9312,D02262
hsa:9312,DB00661
hsa:9312,D05453
hsa:93589,DB00996
hsa:93589,DB00270
hsa:93589,DB01115
hsa:93589,DB00393
hsa:93589,DB00252
hsa:93589,DB01159
hsa:93589,DB01100
hsa:93589,DB00401
hsa:93589,DB01054
hsa:93589,DB00568
hsa:93589,DB00661
hsa:9424,DB01119
hsa:9424,D00642
hsa:9424,DB00308
hsa:9424,D02272
hsa:9424,DB00661
hsa:9992,DB01119
hsa:9992,DB00661
hsa:190,DB00755
hsa:2099,DB00396
hsa:2099,DB00655
hsa:2099,DB00783
hsa:2099,D00312
hsa:2099,DB01185
hsa:2099,DB00977
hsa:2099,DB00255
hsa:2099,DB00890
hsa:2099,DB00367
hsa:2099,DB09389
hsa:2099,D00962
hsa:2099,DB00947
hsa:2099,DB00823
hsa:2099,D02217
hsa:2099,DB00304
hsa:2099,DB01196
hsa:2100,DB00783
hsa:2100,DB00255
hsa:2100,DB00947
hsa:2100,D02217
hsa:2100,DB01196
hsa:2101,DB00255
hsa:2103,DB00255
hsa:2104,DB00255
hsa:2908,DB00741
hsa:2908,DB01222
hsa:2908,DB00834
hsa:2908,DB00288
hsa:2908,DB14596
hsa:3174,DB03796
hsa:367,DB00624
hsa:367,DB01185
hsa:367,DB00621
hsa:367,DB00834
hsa:367,DB00499
hsa:367,DB00984
hsa:367,DB01128
hsa:367,DB00665
hsa:4306,DB00421
hsa:4306,DB00834
hsa:4306,DB00700
hsa:5241,DB00396
hsa:5241,DB00717
hsa:5241,DB00834
hsa:5241,DB14512
hsa:5241,DB00367
hsa:5241,DB00603
hsa:5241,DB09389
hsa:5241,DB00378
hsa:5241,DB00823
hsa:5241,DB00304
hsa:5465,DB00636
hsa:5465,DB01039
hsa:5468,DB00412
hsa:5468,DB00966
hsa:5914,DB00755
hsa:5914,DB00926
hsa:5914,DB00982
hsa:5914,DB00799
hsa:5915,DB00755
hsa:5915,DB00926
hsa:5915,DB00799
hsa:5916,DB00755
hsa:5916,DB00926
hsa:5916,DB00799
hsa:6095,DB04540
hsa:6095,DB00619
hsa:6096,DB00755
hsa:6096,DB00799
hsa:6097,DB00755
hsa:6256,DB00755
hsa:6256,DB00926
hsa:6256,DB00799
hsa:6257,DB00755
hsa:6257,DB00926
hsa:6257,DB00799
hsa:6258,DB00755
hsa:6258,DB00926
hsa:6258,DB00799
hsa:7421,DB00136
hsa:7421,DB00153
hsa:7421,DB00169
hsa:7421,DB01070
hsa:7421,DB00910
hsa:8856,DB02789
hsa:8856,DB01045
hsa:8856,DB11148
hsa:9970,DB01174
hsa:9971,DB06777
